img,z,conf
1692846998.273481,17.828,0.6272
1692846998.305436,17.828,0.5368
1692846998.337458,17.828,0.6158
1692846998.373341,17.828,0.454
1692846998.405550,17.828,0.4878
1692846998.437365,17.828,0.4429
1692846998.473531,17.828,0.5034
1692846998.505528,17.953,0.5492
1692846998.537391,17.953,0.5171
1692846998.573250,17.953,0.5516
1692846998.605849,17.953,0.4598
1692846998.637361,17.953,0.3866
1692846998.673334,17.953,0.4395
1692846998.705442,18.078,0.4479
1692846998.737354,18.078,0.4267
1692846998.773421,18.078,0.4125
1692846998.805505,18.078,0.5711
1692846998.837508,18.078,0.6027
1692846998.873359,18.078,0.5716
1692846998.907452,18.199,0.4893
1692846998.937463,18.199,0.406
1692846998.975042,18.199,0.4849
1692846999.005417,18.199,0.5298
1692846999.037426,18.199,0.381
1692846999.073346,18.199,0.2615
1692846999.105360,18.199,0.5464
1692846999.137373,18.342,0.5831
1692846999.173367,18.342,0.5382
1692846999.205428,18.342,0.4822
1692846999.237480,18.342,0.5331
1692846999.273413,18.342,0.4487
1692846999.305409,18.342,0.4961
1692846999.337390,18.342,0.4808
1692846999.373276,18.445,0.5025
1692846999.405412,18.445,0.578
1692846999.437468,18.445,0.5865
1692846999.473432,18.445,0.5684
1692846999.505561,18.445,0.5804
1692846999.537459,18.445,0.4131
1692846999.573575,18.575,0.5312
1692846999.605491,18.575,0.4266
1692846999.637552,18.575,0.3948
1692846999.673548,18.575,0.5397
1692846999.705525,18.575,0.6015
1692846999.737480,18.575,0.5851
1692846999.773556,18.575,0.4412
1692846999.805549,18.706,0.3948
1692846999.837415,18.706,0.4234
1692846999.874244,18.706,0.4051
1692846999.905478,18.706,0.5136
1692846999.937448,18.706,0.5559
1692846999.973650,18.706,0.561
1692847000.005732,18.706,0.5002
1692847000.037790,18.791,0.5172
1692847000.073348,18.791,0.5088
1692847000.106035,18.791,0.4437
1692847000.138005,18.791,0.2907
1692847000.173285,18.791,0.4349
1692847000.205398,18.791,0.3581
1692847000.237202,18.863,0.3813
1692847000.273504,18.863,0.4988
1692847000.306768,18.863,0.3547
1692847000.337339,18.863,0.4235
1692847000.373538,18.863,0.4251
1692847000.405668,18.863,0.4457
1692847000.437461,18.863,0.4378
1692847000.473439,18.909,0.4245
1692847000.505316,18.909,0.4852
1692847000.537455,18.909,0.5624
1692847000.573350,18.909,0.498
1692847000.605465,18.909,0.3642
1692847000.637408,18.909,0.3626
1692847000.673607,18.959,0.4115
1692847000.705513,18.959,0.4259
1692847000.737468,18.959,0.2744
1692847000.773297,18.959,0.381
1692847000.805461,18.959,0.3746
1692847000.837386,19.002,0.3384
1692847000.873368,19.002,0.4097
1692847000.905607,19.002,0.5292
1692847000.937489,19.002,0.524
1692847000.973299,19.002,0.437
1692847001.005395,19.002,0.4261
1692847001.037465,19.036,0.3254
1692847001.073505,19.036,0.3743
1692847001.105400,19.036,0.3478
1692847001.137360,19.036,0.4778
1692847001.173355,19.036,0.4116
1692847001.205559,19.036,0.4206
1692847001.237484,19.036,0.4529
1692847001.273352,19.036,0.3681
1692847001.305420,19.068,0.3293
1692847001.337447,19.068,0.4281
1692847001.373374,19.068,0.3824
1692847001.405485,19.068,0.4052
1692847001.437385,19.068,0.3831
1692847001.473351,19.068,0.3796
1692847001.505474,19.093,0.3868
1692847001.537437,19.093,0.4609
1692847001.573375,19.093,0.4363
1692847001.605465,19.093,0.3983
1692847001.637447,19.093,0.4789
1692847001.673621,19.093,0.5291
1692847001.705430,19.111,0.6027
1692847001.737416,19.111,0.3913
1692847001.773527,19.111,0.3809
1692847001.805565,19.111,0.4436
1692847001.837251,19.111,0.3878
1692847001.873297,19.111,0.3791
1692847001.905420,19.134,0.4577
1692847001.937343,19.134,0.4454
1692847001.973302,19.134,0.49
1692847002.005443,19.134,0.438
1692847002.037481,19.134,0.6272
1692847002.073291,19.134,0.4952
1692847002.105803,19.149,0.5117
1692847002.137530,19.149,0.4576
1692847002.173753,19.149,0.5005
1692847002.205430,19.149,0.513
1692847002.237505,19.149,0.514
1692847002.273449,19.149,0.4722
1692847002.305593,19.153,0.4973
1692847002.337552,19.153,0.5044
1692847002.373725,19.153,0.5591
1692847002.405753,19.153,0.4748
1692847002.437876,19.153,0.5316
1692847002.473606,19.153,0.4814
1692847002.506129,19.156,0.3226
1692847002.538162,19.156,0.4874
1692847002.573269,19.156,0.42
1692847002.605464,19.156,0.407
1692847002.637457,19.156,0.389
1692847002.673146,19.156,0.4262
1692847002.705463,19.16,0.4749
1692847002.737514,19.16,0.4125
1692847002.773266,19.16,0.4865
1692847002.805406,19.16,0.4727
1692847002.837563,19.16,0.3434
1692847002.873504,19.16,0.3097
1692847002.905655,19.162,0.3296
1692847002.937410,19.162,0.4446
1692847002.973325,19.162,0.4019
1692847003.005436,19.162,0.4241
1692847003.037427,19.162,0.4013
1692847003.073246,19.162,0.3853
1692847003.105522,19.163,0.3382
1692847003.137426,19.163,0.4539
1692847003.173341,19.163,0.4925
1692847003.205403,19.163,0.3577
1692847003.237381,19.163,0.3661
1692847003.273307,19.163,0.3694
1692847003.305384,19.165,0.4484
1692847003.337246,19.165,0.4761
1692847003.373628,19.165,0.476
1692847003.405412,19.165,0.5059
1692847003.437398,19.165,0.5135
1692847003.473539,19.165,0.5135
1692847003.505537,19.168,0.5387
1692847003.537390,19.168,0.4717
1692847003.573633,19.168,0.4709
1692847003.605831,19.168,0.525
1692847003.637573,19.168,0.4844
1692847003.673516,19.168,0.519
1692847003.705436,19.173,0.5367
1692847003.737538,19.173,0.4604
1692847003.773403,19.173,0.4468
1692847003.805527,19.173,0.5621
1692847003.837212,19.173,0.5413
1692847003.873668,19.173,0.561
1692847003.905571,19.176,0.5014
1692847003.937545,19.176,0.5858
1692847003.973663,19.176,0.3726
1692847004.005771,19.176,0.5006
1692847004.037340,19.176,0.5169
1692847004.073414,19.176,0.507
1692847004.105337,19.18,0.5992
1692847004.137259,19.18,0.5646
1692847004.173446,19.18,0.5377
1692847004.207417,19.18,0.4685
1692847004.237395,19.18,0.416
1692847004.273249,19.18,0.5896
1692847004.305399,19.184,0.4785
1692847004.337358,19.184,0.5299
1692847004.373452,19.184,0.5053
1692847004.405416,19.184,0.5113
1692847004.437381,19.184,0.4703
1692847004.473425,19.184,0.3995
1692847004.505704,19.187,0.5344
1692847004.537447,19.187,0.5989
1692847004.573514,19.187,0.5083
1692847004.605466,19.187,0.5739
1692847004.637452,19.187,0.5834
1692847004.673400,19.187,0.4702
1692847004.705588,19.186,0.5393
1692847004.737535,19.186,0.6024
1692847004.773460,19.186,0.5711
1692847004.805806,19.186,0.5604
1692847004.837929,19.186,0.5152
1692847004.873466,19.186,0.5026
1692847004.905744,19.186,0.5642
1692847004.937764,19.186,0.5831
1692847004.973568,19.186,0.5389
1692847005.005534,19.186,0.4986
1692847005.037425,19.186,0.5346
1692847005.073270,19.186,0.4605
1692847005.105580,19.187,0.5852
1692847005.137236,19.187,0.5899
1692847005.173363,19.187,0.5001
1692847005.205482,19.187,0.5789
1692847005.237602,19.187,0.501
1692847005.273326,19.187,0.4372
1692847005.305427,19.19,0.4383
1692847005.337698,19.19,0.4754
1692847005.373561,19.19,0.4943
1692847005.405384,19.19,0.5268
1692847005.437441,19.19,0.5196
1692847005.473424,19.19,0.5664
1692847005.505308,19.192,0.5253
1692847005.537450,19.192,0.5549
1692847005.573409,19.192,0.5117
1692847005.605537,19.192,0.5122
1692847005.637480,19.192,0.506
1692847005.673414,19.192,0.559
1692847005.705440,19.193,0.5367
1692847005.737379,19.193,0.5616
1692847005.773356,19.193,0.5688
1692847005.805777,19.193,0.5148
1692847005.837406,19.193,0.5111
1692847005.873354,19.193,0.5872
1692847005.905302,19.194,0.5595
1692847005.937311,19.194,0.6217
1692847005.973394,19.194,0.6287
1692847006.005637,19.194,0.5921
1692847006.037413,19.194,0.4589
1692847006.073408,19.194,0.4763
1692847006.105649,19.194,0.5198
1692847006.137469,19.194,0.5371
1692847006.173252,19.194,0.6357
1692847006.205382,19.194,0.5899
1692847006.237470,19.194,0.6352
1692847006.273309,19.194,0.592
1692847006.305447,19.194,0.623
1692847006.337319,19.194,0.6267
1692847006.373574,19.194,0.5844
1692847006.405312,19.194,0.5846
1692847006.437314,19.194,0.635
1692847006.473396,19.194,0.5916
1692847006.505445,19.195,0.6068
1692847006.537359,19.195,0.6206
1692847006.573451,19.195,0.6026
1692847006.605442,19.195,0.6088
1692847006.637401,19.195,0.5093
1692847006.673415,19.195,0.5585
1692847006.705382,19.194,0.4891
1692847006.737304,19.194,0.591
1692847006.773749,19.194,0.6082
1692847006.805772,19.194,0.6211
1692847006.837769,19.194,0.6449
1692847006.873435,19.194,0.6168
1692847006.905760,19.193,0.577
1692847006.937505,19.193,0.6199
1692847006.973447,19.193,0.6459
1692847007.005657,19.193,0.597
1692847007.037460,19.193,0.6554
1692847007.073366,19.193,0.6298
1692847007.105580,19.194,0.6318
1692847007.137558,19.194,0.6156
1692847007.173420,19.194,0.5413
1692847007.205431,19.194,0.4984
1692847007.237460,19.194,0.6433
1692847007.273416,19.194,0.6266
1692847007.305435,19.193,0.6657
1692847007.337679,19.193,0.6467
1692847007.373472,19.193,0.6393
1692847007.405371,19.193,0.6497
1692847007.437363,19.193,0.5752
1692847007.473292,19.193,0.6216
1692847007.505442,19.193,0.6122
1692847007.537588,19.193,0.6359
1692847007.573324,19.193,0.6083
1692847007.605541,19.193,0.5372
1692847007.637613,19.193,0.5528
1692847007.673658,19.193,0.5549
1692847007.705411,19.193,0.5789
1692847007.737460,19.193,0.6132
1692847007.773390,19.193,0.5729
1692847007.805724,19.193,0.6073
1692847007.837555,19.193,0.6191
1692847007.873630,19.193,0.6213
1692847007.905540,19.193,0.537
1692847007.937391,19.193,0.5018
1692847007.973341,19.193,0.5102
1692847008.005487,19.193,0.5553
1692847008.037353,19.193,0.5584
1692847008.073272,19.193,0.4931
1692847008.105449,19.193,0.5032
1692847008.137323,19.193,0.6113
1692847008.173345,19.193,0.5978
1692847008.205543,19.193,0.6076
1692847008.237518,19.193,0.5303
1692847008.273539,19.193,0.564
1692847008.305618,19.194,0.5794
1692847008.337548,19.194,0.6172
1692847008.373586,19.194,0.6275
1692847008.405698,19.194,0.6293
1692847008.437603,19.194,0.5507
1692847008.473448,19.194,0.5387
1692847008.505332,19.194,0.6139
1692847008.537547,19.194,0.6363
1692847008.573630,19.194,0.6517
1692847008.605462,19.194,0.6287
1692847008.637436,19.194,0.6153
1692847008.673676,19.194,0.6124
1692847008.705599,19.192,0.5925
1692847008.737450,19.192,0.6423
1692847008.773747,19.192,0.6587
1692847008.805310,19.192,0.67
1692847008.837450,19.192,0.6023
1692847008.873714,19.192,0.5404
1692847008.905533,19.19,0.6205
1692847008.937461,19.19,0.6193
1692847008.973699,19.19,0.5875
1692847009.005630,19.19,0.6127
1692847009.037446,19.19,0.6149
1692847009.073442,19.19,0.6131
1692847009.105855,19.192,0.6211
1692847009.137540,19.192,0.638
1692847009.173537,19.192,0.6513
1692847009.205724,19.192,0.6331
1692847009.237624,19.192,0.5244
1692847009.273441,19.192,0.593
1692847009.305770,19.191,0.6159
1692847009.337470,19.191,0.6453
1692847009.373363,19.191,0.6167
1692847009.405640,19.191,0.6036
1692847009.437529,19.191,0.6161
1692847009.473569,19.191,0.6287
1692847009.505507,19.191,0.644
1692847009.537627,19.191,0.6611
1692847009.573438,19.191,0.6502
1692847009.605511,19.191,0.6154
1692847009.637502,19.191,0.5105
1692847009.673493,19.191,0.6089
1692847009.705424,19.192,0.6297
1692847009.737322,19.192,0.6
1692847009.773430,19.192,0.6104
1692847009.805505,19.192,0.6292
1692847009.837332,19.192,0.627
1692847009.873317,19.192,0.6401
1692847009.905585,19.193,0.6568
1692847009.937413,19.193,0.6716
1692847009.973487,19.193,0.6253
1692847010.005456,19.193,0.5974
1692847010.037481,19.193,0.5349
1692847010.073443,19.193,0.5823
1692847010.105824,19.197,0.6422
1692847010.137515,19.197,0.5925
1692847010.173374,19.197,0.6412
1692847010.205584,19.197,0.6445
1692847010.237488,19.197,0.5907
1692847010.273728,19.197,0.6202
1692847010.305536,19.198,0.659
1692847010.337449,19.198,0.6546
1692847010.373468,19.198,0.6834
1692847010.405459,19.198,0.6073
1692847010.437628,19.198,0.5451
1692847010.473432,19.198,0.6087
1692847010.505535,19.199,0.6133
1692847010.537387,19.199,0.6472
1692847010.573444,19.199,0.6182
1692847010.605504,19.199,0.6093
1692847010.637371,19.199,0.6067
1692847010.673407,19.199,0.6316
1692847010.705616,19.201,0.6374
1692847010.737349,19.201,0.6541
1692847010.773556,19.201,0.6648
1692847010.805723,19.201,0.6317
1692847010.837581,19.201,0.5293
1692847010.873589,19.201,0.5527
1692847010.905462,19.201,0.6129
1692847010.937503,19.201,0.619
1692847010.973699,19.201,0.6223
1692847011.005545,19.201,0.6253
1692847011.037361,19.201,0.6271
1692847011.073468,19.201,0.6335
1692847011.105502,19.199,0.6441
1692847011.137329,19.199,0.656
1692847011.173426,19.199,0.6492
1692847011.205816,19.199,0.6636
1692847011.237399,19.199,0.5939
1692847011.273609,19.199,0.5735
1692847011.306652,19.201,0.6084
1692847011.337608,19.201,0.597
1692847011.373397,19.201,0.6271
1692847011.405482,19.201,0.5696
1692847011.437468,19.201,0.6079
1692847011.473415,19.201,0.6353
1692847011.505590,19.2,0.6329
1692847011.537308,19.2,0.6107
1692847011.573982,19.2,0.6506
1692847011.605447,19.2,0.6296
1692847011.637605,19.2,0.5661
1692847011.673455,19.2,0.5856
1692847011.705463,19.196,0.561
1692847011.737597,19.196,0.6235
1692847011.773416,19.196,0.6054
1692847011.805516,19.196,0.6148
1692847011.837525,19.196,0.6113
1692847011.873509,19.196,0.628
1692847011.905559,19.197,0.629
1692847011.937596,19.197,0.6276
1692847011.973802,19.197,0.6274
1692847012.005620,19.197,0.621
1692847012.037787,19.197,0.4825
1692847012.073463,19.197,0.5616
1692847012.105567,19.197,0.5869
1692847012.137544,19.197,0.5364
1692847012.173391,19.197,0.4982
1692847012.205547,19.197,0.5047
1692847012.237379,19.197,0.4919
1692847012.273366,19.197,0.5249
1692847012.305507,19.197,0.5364
1692847012.337443,19.197,0.4843
1692847012.373653,19.197,0.4082
1692847012.405847,19.197,0.4276
1692847012.437478,19.197,0.4788
1692847012.473471,19.197,0.4722
1692847012.505570,19.197,0.4529
1692847012.537485,19.197,0.6224
1692847012.573414,19.197,0.4728
1692847012.605545,19.197,0.5671
1692847012.637414,19.197,0.4897
1692847012.673392,19.197,0.5717
1692847012.705417,19.199,0.5131
1692847012.737426,19.199,0.5974
1692847012.773410,19.199,0.4609
1692847012.805499,19.199,0.49
1692847012.837485,19.199,0.5338
1692847012.873400,19.199,0.5706
1692847012.905562,19.197,0.5234
1692847012.937553,19.197,0.3828
1692847012.973334,19.197,0.4946
1692847013.005587,19.197,0.4278
1692847013.037437,19.197,0.4058
1692847013.073320,19.197,0.407
1692847013.105492,19.197,0.3698
1692847013.137479,19.198,0.3549
1692847013.173455,19.198,0.3725
1692847013.205597,19.198,0.3741
1692847013.237570,19.198,0.4313
1692847013.273455,19.198,0.4492
1692847013.305520,19.198,0.3199
1692847013.337836,19.194,0.4396
1692847013.373472,19.194,0.4192
1692847013.405476,19.194,0.4288
1692847013.437576,19.194,0.4161
1692847013.473608,19.194,0.4983
1692847013.505398,19.194,0.3909
1692847013.537455,19.194,0.5307
1692847013.573500,19.193,0.4711
1692847013.605511,19.193,0.5137
1692847013.637432,19.193,0.5639
1692847013.673378,19.193,0.489
1692847013.705509,19.193,0.3652
1692847013.737334,19.193,0.4026
1692847013.773469,19.188,0.3745
1692847013.805480,19.188,0.2814
1692847013.837403,19.188,0.3458
1692847013.873454,19.188,0.3507
1692847013.905519,19.188,0.2934
1692847013.937391,19.188,0.4136
1692847013.973536,19.186,0.3493
1692847014.005483,19.186,0.3102
1692847014.037520,19.186,0.5684
1692847014.073813,19.186,0.4157
1692847014.105475,19.186,0.4231
1692847014.137425,19.186,0.3464
1692847014.173606,19.187,0.246
1692847014.205467,19.187,0.4554
1692847014.237544,19.187,0.3692
1692847014.273401,19.187,0.356
1692847014.305457,19.187,0.3701
1692847014.337577,19.184,0.3757
1692847014.373604,19.184,0.442
1692847014.405430,19.184,0.3488
1692847014.437565,19.184,0.3603
1692847014.473694,19.184,0.3832
1692847014.505350,19.184,0.2277
1692847014.537575,19.184,0.4545
1692847014.573424,19.184,0.4304
1692847014.605425,19.183,0.3071
1692847014.637326,19.183,0.5606
1692847014.673438,19.183,0.3965
1692847014.705450,19.183,0.3782
1692847014.737453,19.183,0.3662
1692847014.773469,19.183,0.3591
1692847014.805566,19.179,0.4001
1692847014.837445,19.179,0.4618
1692847014.873512,19.179,0.4737
1692847014.905580,19.179,0.2716
1692847014.937614,19.179,0.3312
1692847014.973466,19.179,0.3719
1692847015.005372,19.175,0.3418
1692847015.037513,19.175,0.4399
1692847015.073400,19.175,0.3986
1692847015.105573,19.175,0.414
1692847015.137441,19.175,0.3543
1692847015.173452,19.175,0.358
1692847015.205480,19.177,0.2984
1692847015.237580,19.177,0.3959
1692847015.273485,19.177,0.3432
1692847015.305496,19.177,0.394
1692847015.337493,19.177,0.4016
1692847015.373441,19.177,0.3964
1692847015.405568,19.176,0.3653
1692847015.437505,19.176,0.3173
1692847015.473886,19.176,0.4721
1692847015.505519,19.176,0.4279
1692847015.537460,19.176,0.4491
1692847015.573455,19.176,0.4492
1692847015.605774,19.172,0.3548
1692847015.637694,19.172,0.3529
1692847015.673368,19.172,0.3278
1692847015.705510,19.172,0.4521
1692847015.737541,19.172,0.3856
1692847015.773492,19.172,0.4195
1692847015.805663,19.168,0.4008
1692847015.837909,19.168,0.3665
1692847015.873688,19.168,0.29
1692847015.905861,19.168,0.3168
1692847015.937414,19.168,0.3203
1692847015.973469,19.168,0.3682
1692847016.005401,19.169,0.3169
1692847016.037847,19.169,0.3364
1692847016.073495,19.169,0.325
1692847016.105556,19.169,0.4693
1692847016.137622,19.169,0.3611
1692847016.173433,19.169,0.339
1692847016.205477,19.173,0.3692
1692847016.237954,19.173,0.4278
1692847016.273295,19.173,0.442
1692847016.305452,19.173,0.2726
1692847016.337485,19.173,0.3447
1692847016.373487,19.173,0.4984
1692847016.405488,19.174,0.3797
1692847016.437498,19.174,0.4136
1692847016.473605,19.174,0.4724
1692847016.505518,19.174,0.5983
1692847016.537699,19.174,0.5491
1692847016.573628,19.174,0.5433
1692847016.605655,19.175,0.5305
1692847016.637569,19.175,0.5615
1692847016.673384,19.175,0.5558
1692847016.705584,19.175,0.4556
1692847016.739457,19.175,0.5449
1692847016.773484,19.175,0.4141
1692847016.805596,19.175,0.398
1692847016.837423,19.175,0.54
1692847016.873308,19.175,0.58
1692847016.905542,19.175,0.5675
1692847016.937439,19.175,0.6031
1692847016.973341,19.175,0.6053
1692847017.005661,19.174,0.5552
1692847017.037437,19.174,0.5726
1692847017.073372,19.174,0.563
1692847017.105609,19.174,0.5169
1692847017.137426,19.174,0.5827
1692847017.173409,19.174,0.6371
1692847017.205581,19.176,0.5876
1692847017.237679,19.176,0.5737
1692847017.273720,19.176,0.5428
1692847017.305591,19.176,0.5584
1692847017.337704,19.176,0.5915
1692847017.373363,19.176,0.589
1692847017.406118,19.182,0.6
1692847017.437431,19.182,0.6127
1692847017.473461,19.182,0.6124
1692847017.505494,19.182,0.6162
1692847017.537491,19.182,0.6023
1692847017.573536,19.182,0.6044
1692847017.605473,19.186,0.6097
1692847017.637388,19.186,0.6116
1692847017.673472,19.186,0.5969
1692847017.705595,19.186,0.5858
1692847017.737465,19.186,0.576
1692847017.775665,19.186,0.5314
1692847017.805892,19.187,0.5752
1692847017.837602,19.187,0.6064
1692847017.873493,19.187,0.5564
1692847017.905468,19.187,0.532
1692847017.937431,19.187,0.5004
1692847017.973454,19.187,0.5473
1692847018.005504,19.185,0.5334
1692847018.037830,19.185,0.5234
1692847018.073766,19.185,0.6262
1692847018.105853,19.185,0.5508
1692847018.137758,19.185,0.6287
1692847018.173697,19.185,0.6359
1692847018.205723,19.185,0.6293
1692847018.237645,19.185,0.6646
1692847018.273481,19.185,0.6407
1692847018.305429,19.185,0.6808
1692847018.337480,19.185,0.6576
1692847018.373410,19.185,0.6668
1692847018.405700,19.188,0.5936
1692847018.437534,19.188,0.5198
1692847018.473488,19.188,0.5526
1692847018.505661,19.188,0.5907
1692847018.537344,19.188,0.6037
1692847018.573325,19.188,0.5799
1692847018.605543,19.191,0.6003
1692847018.637427,19.191,0.6126
1692847018.673364,19.191,0.6065
1692847018.705429,19.191,0.6253
1692847018.737346,19.191,0.6332
1692847018.773412,19.191,0.6201
1692847018.805572,19.193,0.581
1692847018.837528,19.193,0.6364
1692847018.873443,19.193,0.5659
1692847018.905745,19.193,0.5721
1692847018.937561,19.193,0.6175
1692847018.973365,19.193,0.5348
1692847019.005674,19.199,0.4442
1692847019.037532,19.199,0.5569
1692847019.073402,19.199,0.6094
1692847019.105532,19.199,0.6019
1692847019.137497,19.199,0.5909
1692847019.173512,19.199,0.6384
1692847019.205490,19.207,0.6588
1692847019.237485,19.207,0.6361
1692847019.273397,19.207,0.6454
1692847019.305457,19.207,0.6289
1692847019.337451,19.207,0.6152
1692847019.373495,19.207,0.5104
1692847019.405598,19.21,0.489
1692847019.437461,19.21,0.5491
1692847019.473464,19.21,0.4898
1692847019.505718,19.21,0.5408
1692847019.537373,19.21,0.5219
1692847019.573675,19.21,0.565
1692847019.605496,19.21,0.6086
1692847019.637564,19.21,0.6117
1692847019.673389,19.21,0.6072
1692847019.705481,19.21,0.5875
1692847019.737553,19.21,0.6037
1692847019.773409,19.21,0.6158
1692847019.805457,19.213,0.6021
1692847019.837558,19.213,0.5853
1692847019.873484,19.213,0.573
1692847019.905625,19.213,0.5355
1692847019.937386,19.213,0.4039
1692847019.973419,19.213,0.4884
1692847020.005554,19.213,0.4563
1692847020.037462,19.213,0.5028
1692847020.073394,19.213,0.5213
1692847020.105582,19.213,0.5477
1692847020.137353,19.213,0.5138
1692847020.173394,19.213,0.5434
1692847020.205589,19.21,0.4956
1692847020.237498,19.21,0.5106
1692847020.273416,19.21,0.4667
1692847020.305618,19.21,0.6132
1692847020.337470,19.21,0.522
1692847020.373663,19.21,0.5251
1692847020.405649,19.204,0.5303
1692847020.437925,19.204,0.5619
1692847020.473608,19.204,0.5858
1692847020.505508,19.204,0.5693
1692847020.537588,19.204,0.4817
1692847020.573475,19.204,0.5528
1692847020.605462,19.204,0.6237
1692847020.637511,19.201,0.5464
1692847020.673505,19.201,0.622
1692847020.705470,19.201,0.6146
1692847020.737473,19.201,0.6367
1692847020.774239,19.201,0.6215
1692847020.805561,19.201,0.6354
1692847020.837523,19.2,0.6044
1692847020.874256,19.2,0.5896
1692847020.905429,19.2,0.6347
1692847020.937445,19.2,0.5337
1692847020.973580,19.2,0.5665
1692847021.005471,19.2,0.506
1692847021.037600,19.2,0.5735
1692847021.073219,19.2,0.6091
1692847021.104981,19.2,0.6581
1692847021.137042,19.2,0.6584
1692847021.173363,19.2,0.667
1692847021.205426,19.2,0.6896
1692847021.237648,19.198,0.6703
1692847021.273879,19.198,0.684
1692847021.309984,19.198,0.6614
1692847021.341883,19.198,0.6687
1692847021.377764,19.198,0.6734
1692847021.409817,19.198,0.6483
1692847021.441656,19.195,0.6564
1692847021.477749,19.195,0.6702
1692847021.509781,19.195,0.6268
1692847021.541850,19.195,0.5567
1692847021.577749,19.195,0.5247
1692847021.609876,19.195,0.5834
1692847021.641876,19.196,0.5922
1692847021.677892,19.196,0.6276
1692847021.709827,19.196,0.6653
1692847021.741813,19.196,0.6446
1692847021.777747,19.196,0.6394
1692847021.808434,19.196,0.6439
1692847021.837444,19.196,0.6195
1692847021.873379,19.195,0.6223
1692847021.905357,19.195,0.6226
1692847021.937210,19.195,0.6414
1692847021.973293,19.195,0.6352
1692847022.005475,19.195,0.6478
1692847022.037459,19.198,0.6562
1692847022.073458,19.198,0.6769
1692847022.105437,19.198,0.6689
1692847022.137306,19.198,0.6518
1692847022.173478,19.198,0.6452
1692847022.205268,19.198,0.6728
1692847022.237270,19.202,0.6649
1692847022.273355,19.202,0.6724
1692847022.305288,19.202,0.6791
1692847022.337363,19.202,0.6713
1692847022.373263,19.202,0.6772
1692847022.405416,19.202,0.6801
1692847022.437324,19.202,0.6749
1692847022.473392,19.203,0.6582
1692847022.505368,19.203,0.6171
1692847022.537437,19.203,0.5261
1692847022.573314,19.203,0.6572
1692847022.605450,19.203,0.673
1692847022.637490,19.203,0.6484
1692847022.673327,19.207,0.6842
1692847022.705461,19.207,0.6558
1692847022.741929,19.207,0.6653
1692847022.777913,19.207,0.5561
1692847022.809945,19.207,0.6589
1692847022.841907,19.204,0.635
1692847022.877886,19.204,0.6248
1692847022.910028,19.204,0.5208
1692847022.941920,19.204,0.6097
1692847022.977797,19.204,0.5959
1692847023.009887,19.204,0.6006
1692847023.041922,19.204,0.6139
1692847023.077871,19.21,0.5428
1692847023.109932,19.21,0.6337
1692847023.141885,19.21,0.5897
1692847023.178154,19.21,0.6192
1692847023.209900,19.21,0.6337
1692847023.241886,19.208,0.6553
1692847023.278091,19.208,0.669
1692847023.309952,19.208,0.64
1692847023.341718,19.208,0.6165
1692847023.377689,19.208,0.6366
1692847023.404929,19.208,0.6706
1692847023.437216,19.2,0.6582
1692847023.473428,19.2,0.5525
1692847023.505352,19.2,0.6852
1692847023.537277,19.2,0.6489
1692847023.573909,19.2,0.6774
1692847023.605896,19.2,0.649
1692847023.637803,19.195,0.627
1692847023.673414,19.195,0.6335
1692847023.705488,19.195,0.6368
1692847023.737726,19.195,0.637
1692847023.773649,19.195,0.6618
1692847023.805650,19.195,0.6591
1692847023.837677,19.194,0.6208
1692847023.873572,19.194,0.5704
1692847023.905738,19.194,0.479
1692847023.937671,19.194,0.5903
1692847023.973664,19.194,0.6184
1692847024.005700,19.194,0.598
1692847024.037599,19.193,0.5735
1692847024.073590,19.193,0.595
1692847024.105675,19.193,0.5031
1692847024.137641,19.193,0.5879
1692847024.173516,19.193,0.4433
1692847024.205658,19.193,0.5487
1692847024.237515,19.182,0.5474
1692847024.273584,19.182,0.6125
1692847024.305680,19.182,0.5634
1692847024.337418,19.182,0.4532
1692847024.374215,19.182,0.5398
1692847024.406014,19.182,0.5216
1692847024.437544,19.182,0.608
1692847024.473575,19.175,0.5783
1692847024.506616,19.175,0.549
1692847024.537405,19.175,0.5292
1692847024.573395,19.175,0.4782
1692847024.605509,19.175,0.4693
1692847024.637470,19.175,0.4485
1692847024.673424,19.175,0.4955
1692847024.705547,19.174,0.4927
1692847024.737501,19.174,0.4625
1692847024.773472,19.174,0.4819
1692847024.805608,19.174,0.4821
1692847024.837470,19.174,0.4402
1692847024.873534,19.174,0.5437
1692847024.905459,19.172,0.5028
1692847024.937436,19.172,0.4712
1692847024.974607,19.172,0.5262
1692847025.005459,19.172,0.5642
1692847025.037440,19.172,0.5454
1692847025.073451,19.172,0.5262
1692847025.105519,19.17,0.5802
1692847025.137425,19.17,0.5519
1692847025.173430,19.17,0.6226
1692847025.205466,19.17,0.5811
1692847025.237655,19.17,0.592
1692847025.273633,19.17,0.6171
1692847025.305694,19.161,0.6394
1692847025.337546,19.161,0.5744
1692847025.374081,19.161,0.5486
1692847025.405542,19.161,0.6153
1692847025.437557,19.161,0.63
1692847025.473637,19.161,0.6826
1692847025.505516,19.152,0.6229
1692847025.537614,19.152,0.6331
1692847025.575068,19.152,0.6031
1692847025.605707,19.152,0.5609
1692847025.637843,19.152,0.62
1692847025.674563,19.152,0.6357
1692847025.705879,19.141,0.6688
1692847025.737475,19.141,0.6774
1692847025.773448,19.141,0.6795
1692847025.805532,19.141,0.7004
1692847025.837459,19.141,0.6662
